prediction	target	average probability	entropy	dist
귀 사 시 기	사 귀 시 기	0.056171914935112	0.9600618481636047	2
현 명 해 요	현 명 해 요	0.14950193651020527	0.6221582293510437	0
물 려 받 아 요	물 려 받 아 요	0.10604047060012817	0.7176721692085266	0
사 랑 스 러 우 겠 어	사 랑 스 럽 겠 어	0.10930389080728803	0.4032069146633148	3
달 려 가 셔	달 려 가 셔	0.20991681814193724	0.5352439880371094	0
그 만 두 시 려 고	그 만 두 시 려 고	0.16073084274927776	0.3291879892349243	0
수 상 하 고	수 상 하 고	0.14883290864527227	0.5483272075653076	0
희 롱 한 다	<UNK> <UNK> 하 다	0.03172963857650757	1.156716227531433	11
그 려 지 만	그 려 지 는 데	0.21919084787368776	0.45430701971054077	3
권 고 하 고	권 고 하 고 - g o h a g o	0.06838369704782962	0.40780219435691833	14
벌 고	벌 이 고	0.07155673503875733	1.0268820524215698	2
초 대 하 려 고	초 대 하 려 고	0.1990687394142151	0.3300877511501312	0
들 뜨 겠 어	들 뜨 겠 어	0.14793053418397903	0.7198206782341003	0
씁 어 지 만	쓸 어 일 어 나 는 데	0.04590890556573868	0.9881753325462341	9
흐 리 면	흐 리 어 야	0.18969298737744492	0.6626884341239929	3
과 시 할	과 시 할	0.32934590975443523	0.3927747905254364	0
찌 었 어	쪘 어	0.23234571218490602	0.7612118721008301	3
떨 어 지 었 음	떨 어 지 었 음	0.16958969831466675	0.6027159690856934	0
잘 되 다	잘 못 된 다	0.07521482606728871	0.9668674468994141	3
날 오	날 아 <UNK> 시 오	0.2963317856192589	0.7905606627464294	10
학 습 해 요	학 습 해 요	0.1533396363258362	0.6498459577560425	0
본	<UNK> <UNK>	0.06054885052144528	1.7241628170013428	11
습 니 다	<UNK> 당 기 셨 습 니 다	0.024145307143529256	0.7873588800430298	12
착 착 해	착 해	0.1524097631374995	0.8832399249076843	2
기 업 하 더 니	기 <UNK> 하 는 데	0.038502511382102964	0.9676694273948669	7
눈 치 었 어	눈 치 챘 어	0.07172080464661121	0.7245064377784729	1
버 티 었 기	버 <UNK> 음	0.11015295833349228	0.9682227969169617	6
희 롱 하 시 려 고	<UNK> <UNK> 하 시 려 고	0.020273025830586752	0.7961214184761047	10
설 명 하 지 만	설 명 하 는 데	0.06892240643501282	0.6770656108856201	2
비 슷 해 요	<UNK> 비 슷 해 요	0.0810860738158226	0.9238523244857788	6
본	<UNK> 배 할	0.06678570508956909	1.4593932628631592	9
따 랐 음	<UNK> 따 르 시 기	0.19763069450855256	0.8290720582008362	10
뜻 했 냐	<UNK> <UNK> 했 냐	0.04556603829065959	1.114998459815979	11
낭 되 었 음	낭 <UNK> 됐 기	0.032705054804682734	1.1230698823928833	7
기 원 합 시 오	기 원 합 시 오	0.161418137550354	0.45823273062705994	0
가 늘 세 요	가 까 우 셔 요	0.0370113343000412	1.002055287361145	4
공 지 하 셨 느 냐	공 지 하 셨 느 냐	0.15660577416419982	0.35738077759742737	0
맞 부 치 겠 습 니 다	맞 부 <UNK> 치 겠 습 니 다	0.09065107043300356	0.4862416982650757	6
부 추 셨 습 니 다	부 추 기 셨 습 니 다	0.109805695215861	0.4824996590614319	2
복 사 하 면	복 사 하 면	0.1690791942179203	0.5351372361183167	0
절 겠 다	<UNK> 겠 다	0.03615000645319621	1.237424612045288	5
간 청 했 다	간 청 했 다	0.2199801355600357	0.4852619469165802	0
본	<UNK> 리 었 기	0.04490000307559967	1.3908705711364746	11
출 했 어 요	출 퇴 근 했 어 요	0.08743375428020954	0.7186233401298523	4
헷 갈 리 면	헷 갈 리 면	0.11537694633007049	0.587867796421051	0
논 쟁 되 시 려 고	논 쟁 되 시 려 고	0.15323008894920348	0.3419269025325775	0
관 하 셨 어	관 대 하 셨 어	0.1568634644150734	0.5290374159812927	2
강 점 하 겠 어	강 점 하 겠 어	0.19904191732406618	0.3321821093559265	0
방 역 하 려 고	방 역 하 려 고 - y e o k h a r y e o g o	0.12778982877731324	0.588286280632019	26
자 투 되 겠 다	투 자 되 겠 다	0.13559187054634095	0.580116868019104	2
반 이 더 니	반 <UNK> 이 더 니	0.0836636122316122	0.7412444949150085	6
갈	갈 <UNK>	0.497188526391983	1.1533836126327515	6
꼬 겠 다	꼬 집 겠 다	0.31968701680501305	0.4245615005493164	2
은 퇴 해	은 밀 해	0.18813989758491517	0.9831247925758362	1
걱 정 하 여 야	걱 정 하 면	0.15522767305374147	0.46183428168296814	3
권 고 하 겠 어	권 고 하 겠 어 - g o h a g e s s e o	0.19902414083480835	0.33072736859321594	22
어 때 야	어 <UNK> 지 만	0.039174947142601016	1.0852071046829224	8
꺾 어 야	<UNK> 어 놓 으 면	0.030521361033121745	1.2361721992492676	10
갸 울 겠 습 니 다	갸 울 겠 습 니 다	0.1440807322661082	0.38751062750816345	0
표 기 합 니 다	표 기 합 니 다	0.19888001441955566	0.3310208022594452	0
나	<UNK> <UNK> 아	0.0707470178604126	1.73090398311615	13
흡 화 하 시 겠 어 요	<UNK> 화 하 시 겠 어 요	0.012886330911091396	0.7307239770889282	5
놀 지 만	놀 <UNK> 더 니	0.19854373435179393	0.9387596249580383	8
치 었 기	다 치 었 음	0.3169829805692037	0.47509902715682983	3
꼬 는 데	<UNK> 더 니	0.05779687960942586	1.2417601346969604	7
나 가 갈	나 아 갈	0.2236824870109558	0.9067580699920654	1
걱 정 스 러 우 다	걱 정 스 럽 다	0.14357806046803792	0.40810197591781616	3
꼬 셔	꼬 집 으 셔	0.33681435585021974	0.834783136844635	4
개 전 했 음	전 개 했 음	0.15483127981424333	0.5462072491645813	2
지 시 하 였 기	지 시 하 였 기	0.14213736832141877	0.4809921681880951	0
비 교 하 시 는	비 교 하 시 는	0.19880044221878052	0.33370736241340637	0
덜 컹 지 만	더 는 데	0.10554194450378418	0.7179082036018372	5
따 라 오 시 오	따 라 <UNK> 시 오	0.10334498584270477	0.6744905710220337	5
의 심 쩍 시 겠 다	의 심 쩍 으 시 겠 다	0.1570294678211212	0.355648934841156	2
구 입 하 셔	구 입 하 셔 - i p h a s y e o	0.12496485114097595	0.696658194065094	18
잘 것 없 어	잘 못 돼	0.09817483350634575	0.9719614386558533	4
실 망 하 시 기	실 망 하 시 기	0.1363397216796875	0.4980767071247101	0
키 스 합 니 다	키 스 합 니 다	0.18435059309005739	0.4087871313095093	0
소 집 할	소 집 할	0.22178622086842856	0.7341166138648987	0
부 착 되 겠 어	부 착 되 겠 어	0.19850728511810303	0.33540651202201843	0
맞 서 겠 다	맞 서 겠 다	0.24899311661720275	0.3538133203983307	0
베 어 물 지 만	베 어 물 지 만	0.129830162525177	0.5481462478637695	0
바 로 잡 셔	바 로 잡 으 셔	0.1646630235016346	0.6568653583526611	2
견 주 면	견 <UNK> 야	0.19586566636959712	0.6226348876953125	6
구 별 됐 느 냐	구 별 됐 느 냐	0.11064335584640503	0.5534374117851257	0
흐 트 러 트 리 시 는	흐 트 러 트 리 시 는	0.11259407145636423	0.41776493191719055	0
집 겠 습 니 다	집 겠 습 니 다	0.19586163759231567	0.34583747386932373	0
뱉 었 다	<UNK> 었 다	0.040015942851702374	1.281972885131836	5
결 연 되 시 려 고 - g u d o e s i r y e o g o	연 결 되 시 려 고 - g y e o l d o e s i r y e o g o	0.021875227391719817	0.2419947385787964	9
본	<UNK> 아 가 시 는	0.03422427177429199	1.0875917673110962	13
건 너 셔	건 너 오 셔	0.3094890952110291	0.4711841344833374	2
습 니 다	<UNK> 겠 습 니 다	0.035799654324849446	0.9160200357437134	8
선 택 했 기	선 택 하 였 기	0.15589632242918014	0.5594374537467957	3
헤 프 세 요	헤 프 세 요	0.24542624056339263	0.3767179846763611	0
알 을	알	0.21586853191256522	1.120475172996521	2
견 책 되 겠 다	견 책 되 겠 다	0.19777360677719116	0.34055498242378235	0
합 성 록 음 했 습 니 다	합 성 록 음 했 습 니 다	0.06400561705231667	0.4618728756904602	0
건 너 고	건 너 오 고	0.32210803031921387	0.4198507070541382	2
성 립 되 었 다	성 립 됐 다	0.1384279751777649	0.5546848177909851	3
타 일 렀 어	타 이 르 셔	0.11410918235778808	0.7608051896095276	3
들 어 서 었 다	들 어 서 었 다 - e o t d a	0.1839849805831909	0.4052780568599701	12
착 석 하 느 냐	착 석 하 느 냐	0.1951139450073242	0.35327640175819397	0
부 수 면	부 수 면	0.3153104980786641	0.44759488105773926	0
예 절 르 었 음	예 절 발 랐 기	0.0273284912109375	1.021132230758667	3
습 니 다	<UNK> 습 니 다	0.03489197492599487	1.0637128353118896	6
주 장 하 시 려 고	주 장 하 시 려 고	0.1583484411239624	0.34662890434265137	0
헤 어 지 어 야	헤 어 지 면	0.190056254863739	0.37509605288505554	3
깠 습 니 다	까 <UNK> 겠 습 니 다	0.24879810810089112	0.35533440113067627	9
빠 르 겠 어 요	빠 르 시 겠 어 요	0.13295520186424256	0.45671015977859497	2
화 사 하 셨 어	화 사 하 셨 어	0.19938964366912842	0.3276485502719879	0
맑 으 세 요	맑 으 세 요	0.24830491542816163	0.362189382314682	0
써 리 시 겠 다	써 리 시 겠 다	0.19542670011520386	0.3615971803665161	0
트 려 요	트 림 해 요	0.0945622148613135	0.8241766095161438	3
보 충 다	보 살 <UNK> 다	0.07865200862288475	1.0426485538482666	7
속 이 시 느 냐	속 이 시 느 냐	0.15710901975631714	0.4367547333240509	0
공 유 한 다	공 유 한 다 - y u h a n d a	0.22083173096179962	0.4714276194572449	16
간 청 한	간 청 한	0.2576783219973246	0.7148593068122864	0
열 리 시 려 고	열 리 시 려 고	0.18706873178482056	0.3891456425189972	0
습 니 다	<UNK> 주 었 다	0.04353736241658528	1.1027222871780396	8
붉 혀 다	붉 다	0.1610714410742124	0.9489679336547852	2
무 력 했 음	무 력 했 기	0.1820463642477989	0.6147432923316956	1
나	<UNK>	0.057520550489425656	1.9354206323623657	5
거 스 르 시 라	거 스 르 시 라	0.19853050708770753	0.3359909653663635	0
견 성 하 더 니	견 성 하 는 데	0.1451754117012024	0.5347996950149536	2
과 하 지 만	과 다 하 지 만	0.1842580646276474	0.555145800113678	2
명 령 하 시 라	명 령 하 시 라	0.19910544633865357	0.3305682837963104	0
부 치 다	부 <UNK> 친 다	0.09127240640421709	0.904538094997406	7
헛 기 다 린 어 요	헛 기 다 렸 어 요	0.08304987413187821	0.5555834174156189	1
처 방 하 는 데	처 방 하 더 니	0.08463054776191711	0.5535303950309753	2
맴 돌 셨 느 냐	맴 도 셨 느 냐	0.13062119483947754	0.4777747392654419	1
어 울 리 면	어 울 리 면	0.19576614499092101	0.47437822818756104	0
잡 더 니	<UNK> 잡 아 야	0.12232625832160314	0.9749444127082825	8
사 할	인 사 할	0.05921443104743958	1.61160147190094	2
줄 이 시 기	줄 이 시 기	0.14108451530337335	0.805657148361206	0
쉬 기	쉬 심	0.37774843275547026	0.7277374863624573	1
구 돼	구 <UNK> 하 겠 어	0.04820236563682556	0.8890941739082336	11
포 획 했 습 니 다	포 획 했 습 니 다	0.06734171186884244	0.6193556189537048	0
게 양 하 였 기	게 양 했 기	0.12614405393600464	0.54851233959198	3
불 전 하 시 다	불 완 전 하 시 다	0.14699290692806244	0.48854419589042664	2
망 치 시 라	망 치 시 라	0.22333019077777863	0.4853285849094391	0
위 당 해	위 <UNK> 당 당 해	0.2832986394564311	0.6068330407142639	8
은 퇴 하 였 음	은 밀 했 기	0.09118077278137207	0.8232344388961792	5
차 려 요	차 지 해 요	0.0671742394566536	0.9062250852584839	3
납 량 하 겠 습 니 다	납 량 하 겠 습 니 다	0.05081026085785457	0.5773361325263977	0
빨 아 할	빨 아 <UNK> 을	0.1310813327630361	1.0205661058425903	7
찬 미 하 려 고	찬 미 하 려 고	0.19811437368392945	0.3370879590511322	0
다 스 리 습 니 다	다 스 립 니 다	0.09228802770376206	0.5227287411689758	3
조 언 하 세 요	조 <UNK> 하 세 요	0.15913290977478028	0.5018091797828674	5
부 상 하 심	부 상 하 심	0.2384966254234314	0.3918679356575012	0
뜻 했 기	<UNK> 담 했 기	0.02642857035001119	1.2135063409805298	7
어 떡 하 시 려 고	어 떡 하 시 려 고	0.16504999995231628	0.3112984597682953	0
현 명 하 셨 습 니 다	현 명 하 셨 습 니 다	0.08576350571321589	0.44146478176116943	0
따 라 요	따 라 와 요	0.22788620789845784	0.6684300899505615	2
싶 만	싶 은 데	0.10612343661487103	1.025312066078186	3
박 수 하 느 냐	박 수 갈 채 하 느 냐	0.12533885538578032	0.638897180557251	4
기 댄	기 <UNK> 하 시 는	0.04921909719705582	1.0286129713058472	11
장 담 했 기	장 담 했 음	0.22337983250617982	0.4745372235774994	1
미 리 려 고	밀 리 려 고	0.11985633075237274	0.5885058641433716	1
복 무 하 지 만	복 무 하 지 만	0.08707593739032746	0.6285070776939392	0
쫓 으 시 려 고	쫓 으 시 려 고	0.12818430304527284	0.5657391548156738	0
방 대 합 니 까	방 대 합 니 까	0.12394768714904786	0.524858832359314	0
본	<UNK> 으 시 는	0.18415809869766236	1.5594961643218994	11
많 아 졌 어	많 아 지 셨 어	0.15990904048085214	0.6088727116584778	3
흡 별 하 실	<UNK> 별 하 실	0.03714216649532318	1.103798747062683	5
흰	할 <UNK> 시 는	0.09596100449562073	1.490645170211792	11
때 야	때 <UNK> 으 시 겠 어 요	0.14584570229053498	0.8062073588371277	15
해 설 한	해 설 한	0.3254214564959208	0.41389816999435425	0
따 지 만	따 지 는 데	0.218427703777949	0.6578094363212585	3
바 꾸 셔	바 꾸 이 셔 - i s y e o	0.1986305296421051	0.7386630773544312	14
정 찰 하 여 야	인 정 하 여 야	0.037471930980682376	0.9254144430160522	2
강 점 하 지 만	강 점 하 는 데	0.09374257296323776	0.5427277684211731	2
이 해 하 느 냐	이 해 하 느 냐	0.19425321578979493	0.3685629963874817	0
어 진	어 려 운	0.134818397462368	1.396079659461975	3
놓 으 고	놓 고	0.2693012535572052	0.6113206148147583	2
굶 기 느 냐	굶 기 느 냐	0.15250842571258544	0.6063326001167297	0
망 하 셨 느 냐	망 하 셨 느 냐	0.19923125267028807	0.32823070883750916	0
시 장 하 겠 어 요	시 장 하 겠 어 요	0.15917664964993794	0.3374476432800293	0
차 려 하 실	차 분 하 실	0.07298984378576279	1.0246270895004272	1
애 열 하 였 기	열 애 하 였 음	0.05498356640338898	0.8445228338241577	3
감 당 되 고	감 당 되 고	0.23726252913475038	0.43294259905815125	0
꼬 려 고	꼬 집 으 려 고	0.3233545502026876	0.4263198971748352	4
깔 아	깔 려	0.33977100551128386	0.7484398484230042	1
줄	줄 어 <UNK>	0.12184071093797684	1.3507980108261108	8
기 원 하 였 기	기 원 하 였 음	0.18619973421096803	0.3977563977241516	1
미 치 세 요	밀 치 세 요	0.21990461349487306	0.45462411642074585	1
세 수 하 면	세 수 하 면	0.11200245171785354	0.7102637887001038	0
챙 기 어 야	챙 기 어 야	0.04356943070888519	1.164857268333435	0
상 의 하 셨 어	상 의 하 셨 어 - u i h a s y e o s s e o	0.19228208303451538	0.35736778378486633	26
내 고	내 다 보 고	0.1582291979342699	0.8353908658027649	4
넓 었 기	넓 히 었 기	0.08475242573767901	0.8206582069396973	2
타 질 하 였 기	질 타 했 음	0.09957032680511474	0.6024491190910339	5
가 늘 어	가 려 워	0.07437345037857691	1.4214082956314087	2
베 어 야	베 끼 면	0.24277783830960592	0.707646369934082	2
날 라	<UNK> 히 시 라	0.024998305737972258	1.275011420249939	9
용 서 하 면	용 서 하 여 야	0.10495070219039918	0.7335826754570007	3
제 외 하 세 요	제 외 하 세 요 - o e h a s e y o	0.17268077850341798	0.45149290561676025	18
강 점 했 어 요	강 점 했 어 요	0.17215909242630004	0.42625176906585693	0
사 하 셨 어	인 사 하 셨 어	0.023241744935512544	0.9364854097366333	2
쌓 였 습 니 다	쌓 이 겠 습 니 다	0.11691455841064453	0.4724264144897461	3
청 요 하 셨 어	요 청 하 셨 어	0.08550862550735473	0.6046141982078552	2
외 식 했 다	외 식 했 다	0.11398711167275906	0.6162616610527039	0
추 천 해	추 천 해	0.3305380463600159	0.3828543722629547	0
얽 매 셔	얽 매 이 셔	0.30051251252492267	0.47009700536727905	2
뫼 겠 어	뫼 겠 어	0.3319641351699829	0.3791806995868683	0
복 회 했 음	회 복 하 였 음	0.14995528161525726	0.6856880784034729	4
둘 러 쌌 어	둘 러 <UNK>	0.18793242275714875	0.6532243490219116	5
여 여 하 였 기	여 여 했 음	0.08179444521665573	0.6136389374732971	4
결 정 지 고	결 정 짓 고	0.23044391274452208	0.4194755256175995	1
접 어	접 어	0.47881916761398313	0.45818620920181274	0
건 설 해	건 설 해	0.3281608740488688	0.40667179226875305	0
설 치 하 겠 습 니 다	설 치 하 겠 습 니 다	0.1422693610191345	0.2841750979423523	0
갈 아 탔 어	갈 아 들 었 어	0.15925565883517265	0.575986921787262	3
웃 었 냐	웃 <UNK> 냐	0.32732475996017457	0.4024448096752167	5
흡 연 해 요	<UNK> 하 해 요	0.03753028213977814	1.216103434562683	6
흐 느 적 거 렸 습 니 다	흐 느 적 거 립 니 다	0.09328812137246131	0.4592522084712982	3
전 했 어	전 해 졌 어	0.22343844038744767	0.7089017033576965	3
진 행 했 습 니 까	진 행 했 습 니 까	0.16578494906425476	0.3061654269695282	0
벌 지 세 요	벌 어 지 세 요	0.17004578672349452	0.628724992275238	2
뱉 었 다	<UNK> 었 다	0.040015942851702374	1.281972885131836	5
덮 았 다	덮 었 다	0.15387025078137714	0.9035509824752808	1
마 르 면	말 라 야	0.16677223642667136	0.8653814196586609	3
단 일 하 였 음	단 일 했 기	0.15482876539230347	0.45087411999702454	4
나	<UNK> 어	0.04638626277446747	1.9274505376815796	7
푸 셔	푸 셔	0.48135076761245726	0.4355037808418274	0
기 대 했 어 요	기 대 했 어 요	0.19098939418792724	0.37294963002204895	0
단 단 하 셨 어	단 <UNK> 하 셨 어	0.10338590383529662	0.6937724947929382	5
기 증 되 느 냐	기 증 되 느 냐	0.19879173278808593	0.3339976966381073	0
건 너 갔 습 니 다	건 너 었 습 니 다 - e o t s e u m n i d a	0.09073442071676255	0.498138427734375	25
보 이 어 요	보 이 어 요	0.24313811659812928	0.3971121907234192	0
뛰 어	뛰 어 넘 으 시 는	0.25184515565633775	0.9803916215896606	8
불 시 겠 다	부 시 겠 다	0.2152652308344841	0.48246315121650696	1
해 당 되 어 야	해 당 돼 야	0.19112304449081421	0.3727264404296875	3
관 찰 해 요	관 찰 해 요	0.21374066472053527	0.5273615717887878	0
둔 쳐	둔 할	0.23562617748975753	0.9482965469360352	1
간 편 하 세 요	간 편 하 세 요	0.19879273653030397	0.3326903283596039	0
적 히 어 요	적 히 어 요	0.13117633312940596	0.830190896987915	0
위 당 하 는 데	위 <UNK> 당 당 하 지 만	0.08648726582527161	0.5790804028511047	10
깠 냐	까 <UNK> 냐	0.43686923384666443	0.5392491221427917	7
벌 었 어	벌 겼 어	0.16829854398965835	0.672259509563446	1
비 키 세 요	비 키 세 요	0.22305135130882264	0.4748364984989166	0
적 라 합 니 다	적 나 라 합 니 다	0.16202762842178345	0.47559449076652527	2
습 니 다	이 으 시 겠 다	0.03025176723798116	0.9847779870033264	6
중 존 하 면	존 중 하 여 야	0.1849716253578663	0.5910018682479858	5
높 아 지 셨 어	높 아 지 셨 어	0.16127933263778688	0.5009770393371582	0
잦 습 니 다	잦 습 니 다	0.06854839324951172	0.8666330575942993	0
킨 다	언 다	0.04263237714767456	1.5483067035675049	1
창 설 됐 느 냐	창 설 됐 느 냐	0.0491558013856411	0.6661785244941711	0
게 양 돼	괜 게 채 <UNK> 은 - g e <UNK> h a e i e u n	0.16931982437769572	1.0154576301574707	36
표 투 하 시 겠 다	투 표 하 시 겠 다	0.0986445148785909	0.5379802584648132	2
봉 동 해	동 봉 해	0.32782137791315713	0.4066724479198456	2
신 고 하 겠 다	신 고 하 겠 다 - g o h a g e t d a	0.10551602870225907	0.6178064942359924	20
떠 돌 아 지 만	떠 돌 지 만	0.05824079215526581	0.8399795889854431	2
쏘 아 셨 어	쏘 셨 어	0.0938931304961443	0.7679302096366882	2
가 동 되 시 기	가 동 되 심	0.1275172394514084	0.5662097930908203	3
미 워 하 시 라	미 워 하 시 라	0.18524309396743774	0.40928351879119873	0
겹 정 해	정 겨 워	0.1409097984433174	0.8367209434509277	3
뛰 어	뛰 어	0.49867475032806396	0.36091092228889465	0
근 절 하 시 다	근 면 하 시 다	0.07155680656433105	0.8176258206367493	1
출 생 하 면	출 생 해 야	0.23905615508556366	0.39296451210975647	2
감 싸	감 싸 겠 어	0.4865985870361328	0.4044325351715088	4
고 통 스 럽 세 요	고 통 스 럽 으 세 요	0.07918907801310221	0.42942312359809875	2
규 정 돼	규 정 됩 니 다	0.06929599217449625	0.7125254273414612	5
교 환 하 느 냐	교 환 하 느 냐	0.19891353368759154	0.330659419298172	0
데 이 트 하 시 라	데 이 트 하 시 라	0.16610490083694457	0.30391761660575867	0
착 석 한 다	착 석 한 다	0.17662566304206848	0.5916600227355957	0
갈 음 하 셨 느 냐	갈 음 하 셨 느 냐	0.16600124835968016	0.304801881313324	0
전 화 하 지 만	전 화 하 는 데	0.11112020313739776	0.6095850467681885	2
다 루 는 데	미 루 더 니	0.03898358792066574	1.033354640007019	3
부 히 었 음	부 <UNK> <UNK> 기	0.0842433974146843	0.8213621973991394	11
갈 었 기	<UNK> 갈 았 음	0.059150590499242144	1.3139837980270386	8
시 키 셨 느 냐	시 키 셨 느 냐	0.19549006938934327	0.3561132252216339	0
가 셔	가 셔	0.2979448586702347	0.8710288405418396	0
본	<UNK> 청 난	0.1772078573703766	2.014396905899048	9
잘 생 길	잘 생 기 셔	0.21152986884117125	0.6974458694458008	3
잔 잔 하 였 기	잔 잔 했 음	0.10829531550407409	0.5722655653953552	4
처 처 하 실	난 처 하 실	0.11145017445087432	0.86686110496521	1
차 려 요	길 차 세 요	0.07117097030083339	1.1291817426681519	3
강 점 하 겠 습 니 다	강 점 하 겠 습 니 다	0.14221823726381574	0.2845328450202942	0
탄 원 해 요	탄 원 해 요	0.24878770112991333	0.35675129294395447	0
성 스 러 우 면	성 스 러 워 야	0.16924478411674498	0.44009923934936523	2
절 겠 다	<UNK> 겠 다	0.03615000645319621	1.2374069690704346	5
목 격 하 겠 습 니 다	난 리 하 겠 습 니 다	0.0170561535017831	0.7762200832366943	2
미 미 했 기	미 미 하 였 기	0.1950329272542149	0.5397623181343079	3
감 싸 시 느 냐	감 싸 시 느 냐	0.11793057441711426	0.7058573365211487	0
물 어 물 겠 습 니 다	물 어 떼 겠 습 니 다	0.0738885658127921	0.4868374168872833	1
중 복 됐 습 니 까	중 복 됐 습 니 까	0.05048344371874312	0.36802610754966736	0
일 정 합 니 까	일 정 합 니 까	0.08600148320198059	0.6703526973724365	0
중 거 리 셨 어	중 <UNK> 거 리 셨 어 - e o l g e o r i s y e o s s e o	0.06203130195615813	0.6359267830848694	40
편 했 어 요	편 안 했 어 요	0.18082940373569728	0.4795735478401184	2
거 쳐	거 부 <UNK>	0.07686942839063704	1.2948321104049683	7
뛰 어	<UNK> 렸 어	0.03602334260940552	1.4292454719543457	7
게 시 하 심	게 시 하 심	0.18773360401391984	0.4766305685043335	0
맑 으 더 니	맑 더 니	0.07764372806996107	0.8478973507881165	2
주 지 을	주 어 질	0.2239832083384196	0.7898539900779724	2
임 임 해 요	임 해 요	0.2037741094827652	0.5287436842918396	2
입 해 요	입 <UNK> 해 요	0.08714567025502523	0.9843186736106873	6
정 정 하 려 고	정 하 려 고	0.11090121030807495	0.5586894154548645	2
무 시 하 셨 습 니 까	시 무 룩 하 셨 습 니 까	0.13411750112261092	0.3289462625980377	3
본	<UNK> 어 놓 았 기	0.122217358648777	1.257860541343689	13
검 푸 르 었 음	검 푸 르 렀 기	0.06063404321670532	0.74582839012146	2
들 두 어	<UNK> 두 었 어	0.031703013181686404	1.2103904485702515	7
포 함 해 요	포 함 해 요	0.20062865540385247	0.483837753534317	0
놀 아 졌 다	놀 아 났 다	0.07700282651931048	0.9915406703948975	1
데 려 갔 기	데 려 가 심	0.10112299695611	0.64898282289505	2
참 은	참 은	0.3743966519832611	0.964508056640625	0
색 되 셔	색 <UNK> 되 셔	0.1325874735911687	1.0831538438796997	6
사 망 하 였 음	사 망 하 였 기	0.1881586241722107	0.4060952067375183	1
하 직 할	하 직 할	0.22347594300905863	0.8549261689186096	0
진 부 하 겠 어	진 부 하 겠 어	0.19832154989242554	0.33665215969085693	0
수 다 떨 어 요	수 다 떨 어 요	0.18284905672073365	0.4117777347564697	0
딱 다 그 르 할	딱 다 그 르 르 딱 다 그 르 르 할	0.1328403413295746	0.6187089085578918	12
사 하 셔	작 사 하 셔	0.1424594243367513	0.7062197327613831	2
이 상 했 기	이 상 야 <UNK> 했 기	0.22121947705745698	0.5004500150680542	8
내 버 텨 야	내 버 려 야	0.10104363262653351	0.7459583282470703	1
공 변 되 어 야	공 변 되 면	0.17631999969482423	0.45234331488609314	3
노 랗 셨 어	노 라 셨 어	0.06409348212182522	0.7942426800727844	1
지 내 느 냐	지 내 느 냐	0.20760192051529885	0.4806705415248871	0
두 시 려 고	두 시 려 고	0.23409660756587983	0.40639445185661316	0
미 끄 러 셨 어	미 끄 러 우 셨 어	0.08970587864518166	0.5254746079444885	2
증 가 됐 습 니 다	증 가 됐 습 니 다	0.12924972077210745	0.4507167339324951	0
포 기 했 습 니 까	포 기 했 습 니 까	0.1525354524453481	0.36314067244529724	0
개 사 했 다	개 사 했 다	0.24812633395195008	0.36047083139419556	0
일 정 하 면	일 정 해 야	0.09398888498544693	0.7941856980323792	2
차 이 고	차 이 고	0.19585626324017844	0.6293643116950989	0
배 배 하 면	<UNK> 배 하 면	0.05057173520326615	1.055436134338379	5
맞 부 치 시 느 냐	맞 부 <UNK> 치 시 느 냐	0.0973938191930453	0.5543510913848877	6
흡 연 하 시 겠 다	흡 연 하 시 겠 다	0.16578907370567322	0.3066242039203644	0
무 쌍 한	무 쌍 한	0.26885528564453126	0.5693303346633911	0
만 회 되 습 니 다	만 회 됩 니 다	0.10578639507293701	0.5657535195350647	3
미 흡 하 시 겠 다	미 흡 하 시 겠 다	0.13896944522857665	0.4048096239566803	0
요 구 했 기	요 구 했 음	0.15922515552956612	0.5305185317993164	1
떠 화 해 요	<UNK> 화 해 요	0.024190568923950197	1.1263477802276611	5
대 두 하 셨 느 냐	대 두 하 셨 느 냐	0.16585191090901694	0.30523017048835754	0
중 집 되 겠 다	집 중 되 겠 다	0.14241078227758408	0.5089371800422668	2
터 뜨 리 셨 습 니 다	터 뜨 리 셨 습 니 다	0.13781702518463135	0.30633729696273804	0
품 음 해	품 <UNK> 음 해	0.06279409726460775	1.3317370414733887	6
부 릅 떴 다	부 풀 었 다	0.10391762405633927	0.9045729041099548	2
지 완 하 겠 어 요	지 완 하 겠 어 요	0.16585950454076132	0.30600276589393616	0
성 폭 행 하 셔	성 폭 행 하 셔	0.19738358974456788	0.34304696321487427	0
복 받 치 었 기	복 받 치 었 음	0.11323840230703354	0.46813568472862244	1
재 밌 겠 어 요	재 밌 으 시 겠 어 요	0.08195822536945344	0.6708184480667114	4
지 치 었 어 요	지 나 쳤 어 요	0.10673840701580048	0.6853445768356323	2
비 키 지 만	비 키 더 니	0.22199051678180695	0.5080079436302185	2
풀 했 어	되 풀 이 했 어	0.08896194140737256	1.007916808128357	4
자 살 하 였 기	자 살 하 였 음	0.12580942153930663	0.551092267036438	1
폭 행 하 심	폭 발 하 심	0.03748433440923691	0.973136842250824	1
종 하 였 기	종 료 하 였 기	0.2049075186252594	0.4894717335700989	2
못 지 않 습 니 다	못 지 않 습 니 다	0.08577442516883214	0.5929973125457764	0
들 어 갈	들 어 갑 니 다	0.12194409488389889	0.800893247127533	5
넘 어 서 셨 습 니 다	넘 어 서 셨 습 니 다	0.08327547822679793	0.4117845296859741	0
